,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
FH18R,-0.040292386066216386,0.08326303806258636,0.023417730805589208,-0.06852305197939396,-0.06999085361989767,-0.08474819518331164,-0.03604382390218409,-0.006999341764837989,-0.016580434791896727,0.014757796086709477,-0.030267534803436937,0.02113513366223388,-0.07076155654401102,-0.09280509025972081,0.018967038620997027,-0.15935311081200157,0.004947144532105081,-0.14955279325110105,-0.056792402538895094,-0.06245526088876248,-0.062158148749623054,-0.08960816644577434,-0.04156714267010624,-0.05035751669733606,-0.1255048484387737,-0.1418012936614441,0.006483590218599897,-0.005065691924698271,-0.013192292563502466,-0.16537236953388754,-0.055235715319275444,0.12966217708382172,0.08420401584671561,0.09510937558514981,-0.0619764630982596,-0.017192886375810148,0.0373123337514984,0.12701824660714497
FH19L,-0.015146604168094754,0.0975767549058847,-0.004162114247011843,-0.08320348034454716,-0.12358663052826296,-0.011271902484321883,0.10264770562860785,0.003963847619587217,0.024927359477159985,0.01599179089048094,-0.11825397783491895,0.0984960655877645,-0.012819960253738275,-0.07285755256120956,-0.03522121863423035,-0.0675992573652031,-0.06028145336359017,-0.07943280115848252,0.06293943209375451,0.006068050878419309,0.07026912171474424,-0.008180808059695371,0.0206268878864813,0.034231836930013804,0.047392676195265666,-0.15701523722842262,0.0181556887907673,0.1359243395360687,0.04988364328750109,-0.09956333075035932,-0.011916504770912977,-0.030273638690496475,0.004178178841473989,-0.002010969592290527,0.0646844181398259,0.08784508310022666,0.13100188817977196,0.015665485713373468
FH19R,-0.020007950510073032,0.08799826017241023,-0.01496091066213554,-0.09127201435625534,-0.14002672394557789,0.013442621105346816,0.06863946198881056,0.018035238608566036,-0.013625849570766194,-0.029555375319114324,-0.10545171426787014,0.09425624592185715,-0.05085904299638669,-0.0609166169476103,-0.04390209632090712,-0.08491750219221877,-0.08412197453200888,-0.09129100294291638,0.056552984597978764,-0.0010252657039442556,-0.02622320662814792,-0.0003921539287540356,-0.0172711843601575,-0.006129570945823174,0.08094896398225539,-0.11485037660529007,0.03191008197638719,0.1780468420784442,-0.032741585028968116,-0.08076452314524796,-0.0100591506747617,-0.09459997198455643,0.0042007783656647585,0.049243469824325335,0.014958492859888392,0.022355015002441456,0.07933375564812023,-0.05711595416691527
FB01,-0.11198339415975239,-0.0316913038519775,0.07456654549895876,-0.004860822879833968,0.026116774217677143,-0.04162570900462439,-0.004076830875629307,0.0443852523706779,-0.022034394308902285,0.09945392808343818,-0.0818069606113803,0.03772325095751146,0.003247222895013533,-0.05719510492783958,-0.026047658065330506,0.06138809746575199,0.019158647327466215,0.06123206118540963,-0.09773437701348878,0.042085284716921294,0.027571101561037207,0.09116020281040736,-0.0085530055826608,-0.13194177196963458,0.02581985784810741,-0.030414546566206953,0.17886862948211993,-0.011273172546079882,0.03872660752011933,0.07982961291407151,-0.02928209346842987,-0.02395542245999133,-0.037479013609986754,0.07313475681613671,0.016319058596652808,0.09806521043169836,0.021412605673944093,0.03671263238480771
FB02,-0.09040863352057331,-0.05414635295094485,0.10224088505779011,0.030254235180404303,0.03686074534594231,0.020887005324978603,-0.021532201399917142,0.048173734922698094,0.08945678924330554,0.022747482140916184,-0.06397286162624079,-0.014962516342429488,-0.03289815922183405,-0.06824182095758133,-0.0359861711539166,0.11464509380956465,-0.03839559333277966,0.04300199420758552,0.025978348398658185,-0.0531479068647102,0.10622881150802467,0.05272528458419064,-0.03754468888533201,-0.07950448513455843,-0.054646234901742904,-0.009749384051722498,-0.00430671205295295,-0.09239151598472979,0.1483440714850666,0.09398874324963247,-0.04801367187566318,0.1160841031568528,-0.10616496560184817,0.027460431493314955,0.0035094322065233395,0.049172462509231345,-0.04955555853482976,-0.04005806227838282
FB03,-0.09995656391655297,-0.011914299913618835,0.09924957752751115,-0.015141594229387757,0.011275801696642643,0.015785296592320117,-0.0985103423435086,0.04433060790318574,0.06673509472477959,0.0007531901442606866,-0.09207327691422842,0.06727350440682262,-0.021296787304154626,-0.003425242030558001,0.013086105067620184,0.1303766533147485,-0.03128117541545298,-0.03963894817983673,0.025444934235483527,-0.01103827070357895,0.09823376163767067,0.009973631754896562,-0.07898567844128017,0.08981326033205775,-0.1328960211582499,0.008621406377920717,-0.011086377926680744,0.07362564224981115,-0.02664380464442832,-0.10615871957324616,0.03867531534231991,0.008000916609061355,-0.06651092841240441,0.026820716357030566,-0.11496563453644526,0.03766073861669234,-0.025638987713407155,0.059516515630547294
FB04,-0.07670539159377913,-0.026969710330683093,0.1299256158334605,0.029826482278761578,0.01690631619586028,0.07646090907349516,-0.10061305747133627,0.07416053954176409,-0.003033290015417778,-0.04468964955128796,-0.09301120488469614,-0.02816974232456766,-0.10062628579107637,-0.005367727152143968,-0.028668609427561484,0.0805462333055139,-0.0627711679532776,-0.008454133431074155,-0.04365306185270786,-0.007725064656329682,0.109327534480133,-0.03967284975972203,-0.047104385383858895,0.05007059081577516,-0.037228062751590456,-0.02083233459351047,0.08017864768637277,0.11616832968448766,0.039910963919301795,0.026217207738330032,0.013984011754318649,0.00041715482051167497,-0.034781127894369886,0.01599578477501778,-0.043675043348354946,0.08924237796282755,0.05400761857463304,-0.09265887155614708
FB05,-0.07812972553504469,-0.051171121574624084,0.13232508641836416,0.006325146808558937,0.030664142374252815,0.011154735242562566,-0.0788064144374277,0.08524221693415446,0.04495041875390825,6.072197671596764e-06,-0.0434120981628248,-0.06255960186146568,0.03774965133498513,-0.004054273229687935,-0.009067102263759907,0.07746116233816383,-0.0279551188997114,-0.02095769742862843,0.03171446084123282,0.032711366633478595,0.11337570450543817,0.027064399715868732,-0.09596954589954929,0.03334258043603798,-0.06474487464371971,-0.05664015183727716,0.05995478099547332,0.10985190195496436,0.026688829694308303,0.009867857167395556,-0.02040798063804457,0.07716286622338309,0.07294267546147917,0.06779496904485226,-0.011144660113272762,-0.015367303712844005,0.10647505014680193,-0.14122842197950183
FB06,-0.09376975022309386,-0.043721876092857284,0.0593147441859797,-0.009608488199299908,0.022210676631897772,0.055228039084222816,0.005822311773051452,0.0464765450804004,-0.0043243468427867065,-0.03951474696616636,-0.17418564414175305,-0.01638200308845939,-0.037209238083153566,-0.012057105176284067,-0.028353943024741226,0.01664257273343703,0.031135091297704708,0.005548542448557177,-0.017487608669483904,-0.006954348371347022,-0.12154610335899516,-0.009858999331440837,0.018636730470170493,0.05237009612175891,-0.019884509512211008,-0.14648803720109102,0.0159465708856239,0.09104724905871109,0.08242048518621083,0.2285654719210121,0.11300996539966342,-0.03274690206375174,0.0014859786325833336,0.0262111013563524,-0.13225399220789982,-0.05121268292717138,0.0952132485025879,0.1414267151977543
FB07,-0.02705047409461415,0.07412208311691479,0.004691836438637479,-0.034400824796824776,-0.0998653738132484,-0.012655052055351142,-0.014584363741660892,-0.017971648500123418,-0.0449223350128245,0.14454913155850585,-0.14121775660032126,0.048728256888166475,0.06220921194601022,3.224333666430421e-07,0.02913425526517234,0.04953186935943187,0.046330311230103734,-0.05959589676304705,0.03187063720858495,0.04330209876445278,-0.0724865309977584,-0.027080243479941944,-0.034773770149187797,0.07759992280377762,-0.03451651291095047,0.1096834938821655,-0.0011202207338247118,0.03783434214497557,0.07260196199223068,0.23601466633416632,0.19921584552825986,-0.10323660640802532,-0.003867515540974405,-0.12700988726402257,-0.08363959360123835,-0.01694226488291415,-0.1932910227400083,-0.0034900867821695495
FB08,-0.028923517091961143,-0.05040076182223721,0.03540912095575328,0.04095718480071263,-0.017340323743389004,-0.0822008450489954,-0.09751476171692453,-0.04227206375884621,0.057250178430394726,0.14592201545413422,-0.23678507313137617,-0.09299705421172494,0.029507248490702576,-0.04505510564563549,0.008007626064644884,-0.11192890768763195,0.05699438494689661,-0.0036700075997028662,-0.0349299062958868,0.05984074800741794,-0.023114930550460912,-0.006893882441817483,-0.031887856999593255,0.06485215488910151,0.06540558419545599,0.028063856805071157,-0.07382222099856713,0.047079959101596264,-0.09450964905105369,-0.07262753325023692,-0.02364343576758867,0.10431496334286125,-0.04083705362344275,-0.039617190469020215,0.0171551258609784,-0.04626190853117967,-0.17343059213333864,0.10344717291691011
FB09,-0.026594617437910563,-0.047625564269041916,0.025995373392863976,0.02361912329254963,-0.03995587332187825,-0.07123538222722865,-0.13020133604333198,-0.0447821579515222,0.07444672895383966,0.12922192699507107,-0.21981521226742673,-0.10351677716920642,0.028848354653310312,-0.04339987278199287,0.023469010000379244,-0.08815145585864789,0.055047135751399336,0.007462235846023863,-0.06381067616183027,0.02970098517230879,-0.0017650345832914134,-0.05122332634441637,0.026251269295737907,0.0623764602146367,0.07032709843179409,0.030595111762312693,-0.030829816638096127,0.04098050330169904,-0.10147290266004103,-0.08034760329812506,0.03077732052148336,0.1298425374020257,-0.1063374278768754,-0.005075459819011325,0.014963607890817358,0.008030045217266196,-0.1271688262155979,0.10488864644570461
FB10L,-0.11567492649665462,-0.007759553980118966,0.015554972434953922,-0.08361763072029536,-0.06630433031154119,-0.04449923586498364,-0.05429999418852057,-0.0563764982599075,-0.015353291149944121,-0.026805961938226198,-0.00477978099618812,-0.05139548515997531,0.0392006313252059,-0.0015319841695543087,-0.02203607337622234,0.09436125324498806,0.12954366527632247,0.04703324509014083,-0.008665631671060369,-0.018666900442911787,0.0668240102893758,-0.04122859437165742,0.027024677503814962,0.03408057573141736,-0.007618756762330584,0.1532005698677851,0.06562432370112284,0.013734641748097248,-0.05256421660652063,-0.04987007647025788,0.0016921183508923651,-0.0828749016483502,0.035438635631777106,0.08392426851983605,0.12503171792717796,0.005468560191486231,-0.04425631685573312,0.09334844570143262
FB10R,-0.11677357858628162,-0.012195462248195345,0.027470177667717418,-0.08044258330523131,-0.07440118408578938,-0.06632796757135982,-0.03669354082453308,-0.05231661337677738,-0.024441043294531128,-0.025945804949327484,-0.0060546034215214865,-0.04183570720747556,0.04819110214530898,0.005511473517988138,-0.004406802432276714,0.08605872610116722,0.12525584594550396,0.046729928647976426,0.010103293745162107,-0.007844815544754743,0.05014516311325617,-0.031203209086529123,-0.01381601529682052,0.00971849266276144,-0.04749809374429053,0.13406388509749223,0.042941301418261676,0.07133777691174122,-0.02330075897065718,-0.023476270744560525,-0.009583968910865291,-0.09188000227908012,0.04505182577776874,0.05452689987457032,0.1176846216843964,0.011724187026227033,-0.04669207757949757,0.08140312071803849
FB11L,-0.14193906081776989,-0.016724983358635793,0.02001747875992297,-0.050157904645982555,0.03869696319956302,0.08863840678191275,0.022481946582662508,-0.0005141095627037319,0.0002478643207350206,-0.038673458243743346,0.03355200532357279,-0.03449759786794802,-0.017515782499323354,-0.03690683677955184,-0.0029469900499607777,-0.04171920218000183,0.0003275813500289378,0.01632250100656142,-0.012719823514769284,0.012507943261335119,-0.006059326894724779,-3.826613822417521e-05,-0.011840841239097363,0.023079410391207894,0.08370902872486391,-0.06544696119727789,0.018005993410240843,-0.06029969410370971,0.010861584544909144,-0.006594463355751813,0.0036820616440276415,-0.07436180450780264,0.04224259572101033,0.04634809554963258,0.037513155092457846,0.028597200033295373,0.06257476836932732,0.13105049048580034
FB11R,-0.14668082537195598,-0.02542149885749732,0.020381284179641083,-0.06493842674890193,0.020698017660683854,0.05747816040953634,0.012647430641764362,-0.03284464370945705,-0.011961238319622529,-0.029265522524174623,0.012919679176460053,-0.04199250999670904,0.0020374453664726484,-0.030557297798441338,0.01845537030833776,-0.0151401988989449,0.005586448394984231,0.025618811618814585,0.027107416886019316,0.01574574123465811,-0.002715091849406721,0.008832618134578673,-0.02071742460210757,0.02016049054826591,0.013290005654868776,-0.015827490765792398,-0.023313138481464483,-0.07252397396554289,-0.03345598301809978,-0.015187326463942842,0.02284565545797238,-0.04194729244597615,0.012187474880512587,-0.004609749256425371,0.03720057040993349,0.013048428018828344,0.011511560955540604,0.08583397473437186
FB12L,-0.12538119725123015,0.023830963398237277,0.023461857681626855,-0.045921355516274125,0.047699571319387776,0.12054331913663034,-0.022229475547508686,0.0035287320690216848,0.0296125754861419,-0.04876339357790276,0.017701450959826715,-0.025574345474744395,0.029832245360463746,-0.045148851218467206,-0.05787076180904407,0.055535543486039174,-0.010834468966797682,0.08319819648300933,0.023715494907116663,-0.02572883949220106,-0.023098597398821606,-0.03462332025523932,-0.03745698370862676,0.06275107722766163,-0.0025921865385091186,0.013107173232687475,0.06222397380806879,-0.05433712923811476,-0.1356399262054435,0.030221773819310373,0.07258028293352439,0.03913804949935223,0.048300721810226585,-0.07747243001069153,-0.01806488904390491,-0.1296529460521647,-0.04282035105206482,0.03239951165829506
FB12R,-0.12000361870596893,0.027059287833549987,0.008830358809087948,-0.019853582656854305,0.08742540685452979,0.08610921567879254,0.00571541776496767,0.07031888539746725,0.04508922343501462,-0.03207842737731094,0.019372535182306343,0.016783562161466543,0.04182107702294574,-0.0650950429647126,-0.017666922800422438,-0.05919113813414394,-0.029565937380523984,0.024407304536328993,-0.07756642250069909,-0.05640872903368705,0.03608505974461692,0.030811676601829836,0.03900957912490128,-0.0020002742853807687,-0.11810974695861429,0.02283353251513431,0.16368770047143946,0.05486894166242732,-0.052306110962894725,0.01071655851341744,0.023904971179639748,0.05682225612858152,0.0935371173726998,0.0718542545555645,0.026094757042348374,0.007034880896845437,-0.0623471942302631,0.06929719148136908
FB13L,-0.0894469807744065,0.0696037308603913,-0.01995112282904353,-0.08945019491771118,0.05981681687289785,0.09538383300552032,-0.003253326872741864,-0.06027975844942592,-0.022880883770781346,-0.057389005357011726,0.02666816193071553,0.022839828277908755,0.028412136339013766,-0.11979262124449053,-0.01703721401318903,0.03341997038978457,0.04833183417434995,-0.024776843956707952,-0.08308854821978547,0.03331625328664429,0.057319129661368755,-0.0761354057837626,0.10511495266399663,0.06449440154815221,0.005374364279819186,-0.0335337970784449,-0.008166262577364743,-0.01670119285774841,-0.020503427673612067,0.11592487268710924,0.061351093618926426,0.004500440954274006,0.05973277511737109,0.12002121368888144,-0.06132683434722577,-0.10403802927457204,0.09708384003830779,-0.08478192837134832
FB13R,-0.08767412578622386,0.08585293277095374,-0.005293935245400436,-0.08042397859810475,0.048471922236808386,0.1337191917479869,0.027952486180961012,-0.05352238183774945,0.017391475797479253,-0.05176206940947723,0.027174052608600365,-0.036148392561808566,0.026455929286544857,-0.024639765313691345,0.02883476812082142,-0.029065365549668418,0.09256271234504808,0.02122202672310108,-0.08269867024137956,-0.005721065328243231,-0.03345553999672798,-0.03464229683944934,0.06023368299342627,-0.08947421843080292,-0.020114637930007534,0.00789897479018902,0.053105576902014805,0.04609292205116174,-0.033445040149639824,0.12233817156064679,0.018723653756974698,0.11105791973686094,-0.058473863981644655,0.09562633996032859,-0.035389976039051405,-0.01469256670122251,-0.03442216476916687,-0.08390830077406276
FB14L,-0.058383646091480085,0.0965481066681046,-0.01798934155145079,-0.07040202968417349,0.0619996819183246,0.17032096474410674,-0.05090513719413179,-0.009966928563913444,0.025571747809001955,-0.040195365956080975,0.002079814495206405,0.012628552976483494,0.057492955999300065,-0.041284774225792235,0.05492693314763323,0.015912027550498833,0.011257966564094498,0.11293341297709601,0.006197614599805988,-0.043127546086175174,0.08479360501500884,0.03542338577721541,0.008947474376408934,0.005884808242201156,-0.011103582561416199,0.03311298695920125,0.08118359840662262,-0.12745310786106911,-0.11154510479562726,-0.013510788314527403,0.06096941996181176,-0.08658280802490186,0.02676019552304059,-0.06201647526456098,-0.042107296048340515,-0.10965041607561737,-0.009246666138993309,-0.023887067948612214
FB14R,-0.08132388595316807,0.10220016261608078,-0.04632869680085592,-0.06135167026218528,0.06024853324465778,0.14445604780117116,0.014314814125754043,-0.0013823713451047313,-0.004231950060739946,-0.018125514235468522,-0.07655770148385344,0.02397312708402861,0.015208839001378094,-0.05113192765059821,0.006118414963151106,0.011112350546520723,0.019911633855692643,0.04281375129976947,0.03463050212931144,-0.006944575046047912,0.10026117965252068,-0.025730621435165014,0.09693427207622549,0.028130065275796135,-0.02838681732969137,-0.018208489219230288,-0.06054667320031415,-0.10735895686509168,-0.06164569076802207,0.004745605535257986,-0.0013356133693262042,0.03412889324578205,-0.006471767121037305,0.02658987804914929,-0.03612549206718868,-0.1128306726384662,-0.020212933766566157,0.061524084919795344
FB15L,-0.08698739884675061,0.07022653053446054,-0.02375861984065263,-0.07611685610916208,0.0016257489754914574,0.08288532373761977,-0.04032290968868312,-0.018507388966331667,-0.006459069374314127,-0.03072075959884561,-0.01246289625029918,-0.13778643883199565,0.004863719704607657,0.056164285887577416,-0.0008527144170499481,-0.0379549567161254,0.022288187086528948,0.04458666765942242,0.083302410455338,-0.03747113598625803,-0.00098794045700358,-0.1871430121537945,0.05933253487515256,-0.11337824625542843,0.07884863627975919,0.04539884435742281,0.008562746414025168,0.050219411965433336,0.09758505710707742,-0.05254142848187117,0.10158951666642671,-0.05295493579297162,0.08758957573226345,-0.025696878768069805,0.0870957237964139,0.05282347234253546,-0.01762767911397396,-0.05955270558490488
FB15R,-0.08767854863081759,0.05765287596363096,-0.01853284690640883,-0.10236536858983926,0.025707925359345195,0.08620061863222137,-0.004571600093047763,-0.021371691672753466,0.08817443225650355,-0.04313439779991362,-0.03162907652510842,-0.09392389014967964,-0.07593146648122275,0.012244958062856021,0.048429388332304785,-0.014964886763222109,-0.006329974953373815,0.06645541761339044,0.06380089131731241,-0.08711515646746015,-0.0016691589628846607,-0.15376505654600048,0.03351172766352387,-0.11205585424881666,0.05582631772907991,0.022670075716422867,-0.012651205974042143,-0.014508448293229564,0.11018597553609769,-0.11647575986271384,0.011120808350867416,-0.01711983695748268,0.02658421469332483,0.08531991566616891,0.05069645865402771,0.05961546360048553,-0.009364012161884346,-0.09566511706729802
FB16L,-0.11197053406719414,-0.09428011759695633,0.04308038431695981,0.03192971864714608,0.02091772314386365,-0.05343980488741646,0.04095521802542201,0.01639943702664052,0.031562055649099766,-0.0017510597333038446,0.026857642915190317,-0.10525595657741615,0.11372081147360277,-0.03367454788125479,0.03229214366806274,-0.01896201590051705,-0.005556106250467491,0.023697731561423813,-0.1125122494228951,0.07982008152029159,0.04181847033140445,-0.04878074087923355,-0.004742674642891263,0.07347233427596893,-0.018044580248482153,-0.006803178838936737,-0.04767551724718995,-0.013466414842073966,0.015273102670469689,-0.012450960836993881,-0.01839266848906858,-0.010804654401574808,-0.005893756808475413,0.048975827635081313,-0.0369465424717497,0.019834089127775317,0.027475314808874066,0.08471049871931777
FB16R,-0.12088129029308861,-0.08053885745554046,0.024428936980292953,0.02964090471762087,-0.005993670703496942,-0.039756959591572286,0.058469156453292315,-0.04960108393664985,0.0063384110741831565,-0.007731501748520722,0.07406264389122824,-0.04728316796108538,0.08984335792307752,-0.06708873445811399,0.0005553185002826803,0.048429050779885505,0.017937032503805312,0.013232355363301428,-0.015043138673021718,0.02817220166241003,0.046686875874891856,-0.053028376309741845,0.06594390182069712,0.045640337807146034,-0.06549388937500068,-0.041477709769758515,-0.06250523905230512,0.1492621608260894,-0.021091008159515402,-0.023358738293276445,-0.03402074917834738,-0.012802105175303955,0.03249171677780515,-0.03624200183241367,-0.013353888389216459,-0.043960874864987995,0.021603431027091804,0.10291221729191181
FB17L,-0.11495543049801914,-0.02367108346150127,0.05293482954455705,-0.03888439776820559,-0.048240234297237464,0.04903284239706533,-0.03899472827856739,-0.008663212644405532,0.006296590157428467,0.03650735160400773,-0.041347201478968316,-0.12873467013260131,0.08432163856355424,-0.0014907284333237315,0.10072416067331817,-0.029372001790126046,0.013388392821998194,0.01972607305449245,-0.09938282469138446,0.11523705083299189,-0.020687776020675265,-0.08678781339284274,0.014629981482798612,0.05126325734941039,-0.051142791217079986,-0.10004265971421279,-0.054739496367580825,-0.0458499724572757,0.036380543340176014,0.014051033081879147,-0.03145856799579714,-0.06294556507006047,0.022851514319117836,0.05844726091416568,-0.0352813873907758,-0.004081539753015957,0.08976240082504856,0.07085605049127719
FB17R,-0.11851035380442963,0.00015304764880760116,0.04856488019285568,-0.01643706894736269,-0.08387250062813957,0.048112733708556704,-0.015420508226031521,-0.04299346347538089,-0.03474131533894046,-0.009268006589016123,0.00018563632943618285,-0.10864065208870317,0.09331358684628567,-0.07146799628351752,0.010560415603633118,0.04883359821571884,-0.0177208118902958,-0.046998510582678246,0.012050931556262301,0.07549422068452857,-0.02400835914603305,-0.03445506470052656,0.05034921206209777,0.021008946804620402,0.005407332791902552,-0.05822947352330555,0.017319620912565465,0.15975808866164887,-0.08056131939091057,-0.02175415769097911,-0.1272400332623816,-0.04458646302129607,0.056947983269938725,0.032795140386402785,0.002982105404239562,-0.07302978063791206,0.0769401596677126,0.07016423993353861
FB18L,-0.03793349080954109,-0.08220696849208971,0.0009988105554901187,0.061524086515161065,0.07968822483940743,-0.14725259346021816,0.10374100496400528,0.033708016864079045,0.09449278753537622,-0.0003249845740969487,0.06311235208949717,0.059826890561246945,0.08784733256585785,-0.03875336664648396,0.010705984146171087,0.05985286484824886,-0.007495518660647635,0.1452209845825238,-0.0005508526992754859,0.050093347599426706,0.024348500848068465,0.019515959065067867,0.0595265962475983,0.00759185271234653,-0.07404257284641395,0.019687794548995052,-0.07258261007548505,0.07096142408263047,-0.03911981023457988,-0.10952698533325861,-0.07307365872609295,0.013891474445218346,-0.09949246225887452,0.039902892811007014,0.05459654409571549,-0.03246652247344858,-0.026435687633472874,-0.08029549260721226
FB18R,-0.05534896508448879,-0.07975164259261372,0.0037553853732409303,0.08614992948922583,0.08558610957878615,-0.1320378660708106,0.0940846772308303,-0.009262850110701847,0.096563270333615,0.005961124094637691,0.0945310757161869,0.028664957328309666,0.05517927672983637,-0.013392706232565221,-0.015640147624988554,0.062445548105981456,0.021438545804204952,0.10355890868754962,0.021208591053638138,0.04231247155307666,0.02748037188102205,0.01525970839713093,0.08707124765212215,-0.00607906282753205,-0.06353802125505835,-0.03773846882296164,-0.11007717013879822,0.0687212994603361,0.05711214105072955,-0.024734989097822326,-0.05274505912367134,-0.045936109083219476,-0.027626862715480188,-0.07227486361880049,0.021236691258058587,-0.11186963015849168,-0.07943691343014572,0.05334623976625282
FB19L,-0.03879144696539771,0.09716206623482446,0.06017557740700946,-0.05288684385874344,0.09477944369059058,0.01989597094515439,-0.009974840235981655,0.0017457554539579774,0.05374180907938008,-0.021602225196429282,-0.09812688774563777,0.04931458496955796,-0.019766717862773443,0.023406027780098294,0.05409569535252144,0.06816278772795681,0.05208393977687253,-0.05835247436606878,0.04392679641378219,0.0489431149579221,0.08864599559590794,0.09506617696702853,0.1664634774994266,-0.17003364130367302,0.05612117326644748,0.04060448626749942,-0.08427984656483394,0.0276233564965096,0.11570740950866533,0.07544442278995896,0.0008964312853429231,0.06969635651582837,-0.17778337784523837,0.09600724661349919,-0.0017873343149122332,0.1020534594284335,0.14334303517754793,0.012571874464705
FB19R,-0.013308566620884869,0.10000391295701783,0.06701550275210949,-0.02247473192187681,0.11885411196109101,0.025554138892915076,0.04550391401411717,0.014796917165610646,0.05269400614566535,-0.0021644483712465407,-0.1453613159236604,0.0038872478801718095,-0.02834977378697451,0.05669673556775994,0.036194917456846845,0.07434321661601245,0.01278154081546718,-0.0445847822713611,0.018960147079690785,0.057528303451915036,0.0034498804617242797,0.052585913459350396,0.04725294982560538,-0.15462163798687825,0.015090597132886477,0.05841726144211696,-0.13087891823084188,0.013588925707260599,0.1739249484306248,0.07573118686328412,-0.08891372949498494,0.11998854121869931,-0.1455749188811452,0.084716936518768,0.08526073778717465,0.005798140214195647,0.09227898852278904,-0.011432174106689928
FB20L,-0.08410124951597732,0.05615558558579204,0.02845294684407254,-0.06296441248924203,-0.09442773784180251,0.06123842585085339,-0.06841652688439118,-0.0929899763842027,-0.0884109515615547,-0.035611949511809925,-0.015284689255524989,0.005543121613405876,-0.05417679110129869,0.02905932760370151,0.03874853469641077,0.08004264409434236,-0.045188342608605346,-0.04281021955768273,-0.10402871897171707,-0.033034561652473475,0.013710230879552438,-0.11203163901108416,-0.020779328462102696,0.01855306992359709,0.02146651777300332,0.004622072968958646,0.04850025880111755,-0.07319981738921628,0.05132318957281139,-0.11384517635648587,-0.0780225658225729,0.016185520777751244,-0.020380837179357122,-0.14382142661480074,0.00368007268339347,-0.055560587719786975,0.1001408289526739,-0.07910412986986953
FB20R,-0.0895032940388918,0.048840906527761505,0.03343488747649972,-0.03670351362913637,-0.015805317712438795,0.10697582704547295,-0.051712724637524014,-0.08400918470494591,-0.07704832552865747,-0.023152793637151562,-0.0238993501820549,0.045288637294796215,-0.07572594283665714,0.05263709998351793,0.00030496336327056153,0.10160579307590664,-0.024930551996680827,-0.028561415804781266,-0.10968332363234964,-0.01314851877019378,0.07282727845748896,-0.12744548758451166,0.10102491658688557,0.0009803447228785573,0.042603887574753856,-0.020752038223118545,0.1189572499717686,0.00841590105343835,0.11520389059991365,-0.12933144718360523,-0.031335100488020455,0.07579548998927457,-0.0882351217230373,-0.12225710193584548,-0.05828977404305534,0.005522764978549875,0.03362285210279998,0.00853451898325663
FB21L,-0.046583095360716975,0.08235606733148046,-0.0017179645668160743,0.01606683564673304,0.07182617263211584,-0.03709178014304515,-0.13972289484745978,0.026411567697391645,-0.04313747877743241,0.0003311914613234722,-0.04234586288888098,-0.035433998764595645,0.11816366518426819,0.07374781374437137,-0.17293519603403248,-0.07159639263356218,0.146583883242389,0.02058041424479813,-0.07265639818255203,0.010951700300904118,-0.05932547348361026,0.019901366454313216,-0.00871296455173829,0.09721232010335783,0.1272127497991669,0.10406711876109778,-0.08481869792370865,-0.0657062329672563,0.052163108160291814,-0.07547695949395161,-0.05550894600376425,-0.06277969397963618,0.017057724192597067,0.061519876681376234,-0.09654717616918577,0.004036612043034161,-0.004943704695395249,0.08008728572494038
FB21R,-0.043478152217305256,0.0597061450652622,0.03696724022885363,0.06273627166251566,0.08643833948915887,-0.020090805695688156,-0.18033316674409294,0.013792936129062634,0.023312500796445815,0.06368357847707455,0.019912852229073633,-0.05492150089710547,0.0530494126141414,0.12758555883725983,-0.11515760408270483,-0.13381211333723309,0.1164442296834399,0.03405808084191027,-0.02432909669959539,0.015199603072598503,-0.042533380645251924,-0.009221725954844646,-0.01866750537250486,0.10029214870247019,0.0752796435961947,0.08240476822164246,-0.08379960711560729,-0.09176464210721716,0.10002911069729761,-0.015037352269689892,-0.006507563231344596,0.034121971692615403,-0.014844737510186517,0.001356543250204266,-0.026120126236881272,0.066107241896053,0.035092073978723236,-0.030725120484164748
FB22L,-0.12499427507669685,-0.017260849574380063,0.07791485796501268,-0.029938186380666854,-0.03543622664338792,-0.002042667398246878,-0.0161134509586753,0.06436247437864148,0.03581214429730625,-0.0017717945964463723,0.004141493050480955,-0.03250197410495193,-0.018513979185513563,0.13570113523331823,-0.017782063234188995,-0.043027251972848624,0.033780056142205486,-0.08161876995400943,-0.05415479775483507,0.015263767981652325,0.02413076421746199,-0.059352842104945826,0.02507445928154913,-0.03866709421394605,0.06176869186673992,0.08145206777143867,0.06024795209752461,-0.08683095301349629,0.05759630946760551,0.08777035790154782,0.02404604134816153,0.05920298832486841,0.039750404428355486,0.045996345832758724,-0.042089277699967335,-0.021861236655068977,0.0894945303608978,-0.03780053498173741
