,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
FB22R,-0.12126170330295828,-0.031183310639012952,0.06031808092428667,-0.03277738170957691,-0.018374653169141615,0.03852219128917447,0.007145611674711126,0.05400546195889371,-0.03782176224629614,-0.012611049711909078,0.010226172159150209,-0.05381618700627343,0.0275790005331287,0.028652465522206672,-0.01669294912952593,-0.04919692433637715,0.03775330503719662,-0.12313383982764281,-0.04607931942814716,0.059188293910905306,0.021340000372947778,-0.0344501114679244,0.07807576922534477,-0.05726599865543283,0.10261953831616501,0.07371635428105655,0.09488622190697994,-0.11458703220922206,0.061741718958515976,0.11936000623813438,-0.07199809992220062,0.09660458822139972,0.012650102279124041,-0.028580163918901186,0.02563622585573679,-0.03958903178355354,0.14010992486744006,0.0474334807396278
FB23L,-0.050127931759736184,-0.001876514679202826,0.10562819466188418,-0.05595192994825884,0.05495818729319037,-0.13286439905176575,0.1204854451307524,-0.015759567560189234,0.031402654016314556,0.03339496763583993,-0.030388108578841604,-0.031255411434181216,0.012571201318903748,0.04868638445162465,0.04202601365178888,-0.008306106229182266,0.05126966257495589,-0.025285419517503935,-0.05291321259969107,-0.13938433842890877,0.13179437365410357,0.03091188389508776,0.04810437018194761,0.12037162811259591,-0.050889793457892886,0.10906151625183498,0.09657626322009562,-0.07983477333981291,0.07200504043420551,-0.1267980232010708,0.04194122353217753,-0.0029378030912927716,-0.06564397291866028,-0.0903156459316122,-0.05280884294181767,0.04725446303112983,-0.06537266818638623,-0.01950924910871693
FB23R,-0.017247051275115437,-0.02960379644300564,0.12114153121259616,-0.02050635564110086,0.09537683232731087,-0.11845776206675142,0.1435243844300379,0.06127566766904857,0.05820292008055924,0.01854093586959566,-0.08582929596951482,-0.028476092000074338,-0.020780575480543517,-0.009182396680920345,0.018712082474442997,-0.011738231410972026,0.02067070246624361,-0.00465720039791665,-0.10823227663258413,-0.11381792927154954,0.03699615645034595,-0.019996904052721295,0.04336274909559974,0.07816418484653154,0.002228808540195411,0.104613625473681,0.05366967326685502,-0.03891354491830354,0.0491803149746726,-0.0947512084416761,0.10274376803293771,0.008840192229961998,-0.05169554037318234,-0.1271965597289959,-0.04120436682477789,-0.01590220267271974,-0.010261748994557757,-0.0330982172073116
FB24L,-0.049645566395406224,0.009509543900930376,0.07117507310069726,0.08907613857936263,0.006401676962715375,-0.032150992327364646,-0.10743997383661572,0.13637071861799382,0.0004943718850360546,0.009839913619280922,-0.061645973892384444,0.011509627258766968,0.012608877490104173,-0.020763687299458024,0.09417922933713363,0.12922698868239024,-0.10963109547940808,-0.0803178155210671,-0.060416606342634745,-0.07741572013997268,-0.031085138806206367,-0.024188864085406193,-0.044705705929426014,-0.04498887758272865,0.04980044586542136,-0.1622425353239073,-0.1682876321912695,-0.022876857919249066,-0.0845594960714723,0.006088768059683068,-0.10985450889633239,-0.006104717234522424,-0.15493634179839647,-0.0849241751644385,0.10111048500101555,-0.09585438870068126,-0.03823295684645415,-0.043034146366741896
FB24R,-0.03311227904617116,-0.019469373667560838,0.09041845046023188,0.09587121033947554,-0.0408677278456471,-0.00669878184711702,-0.05946853463861145,0.13551365443315197,-0.008034679134163544,0.05464281839335299,-0.07601962573297408,-0.03157990702418446,0.03625592114954549,0.007508241050024234,0.09366513247560349,0.1666907753838519,-0.06353410888403431,-0.031013977819737047,-0.1006648547088926,-0.09813817717349788,-0.0702437641903303,0.015651468728425003,0.053590067395699145,0.006432911638630073,-0.011016909002131819,-0.16037407008104654,-0.09288093527221031,-0.13376786278662142,-0.08825642479175576,0.053398828890486826,-0.043104780792581884,-0.0010194311000080343,-0.1267892899014195,-0.057002005531345656,0.13807011893643853,-0.04441211826290885,-0.06620398553829662,-0.011256476945762593
FB25L,0.005109235481850883,0.08616722269341227,0.030322102434593285,0.10340076464323626,-0.04769322370507841,-0.16173629533595726,-0.060268826011771116,0.09093717573865803,-0.023948730592186114,-0.009749870430558395,-0.031546983394755555,0.06605321970815858,0.07824826301910927,0.0362266530505254,-0.09243481649159475,0.16071407912125601,0.042510260859874284,-0.0035291791021856943,-0.03299977360546515,-0.06379001544408214,-0.04742892642188432,0.0251044090746495,0.0013815020095245378,-0.002319903201696149,0.03224149613657249,0.059291722907977434,0.039391925280077025,0.09529413440982797,0.08376781963050767,0.023131813016852274,0.08093349107427916,0.051567617833599026,0.051981852498399435,-0.04128137298309757,-0.07497396452034352,-0.08826904867706523,0.015102078739195874,-0.040009476057082625
FB25R,-0.0029975915416522287,0.07936343713307187,0.013792875642707082,0.05260597505251686,-0.07364769613315791,-0.1079804719691058,-0.020320306794423162,0.07789454268447223,0.028231937123343712,-0.002965022450546828,-0.0708529961900553,0.04248777265728784,0.14111689034914884,0.046008817058506825,-0.11626684871623132,0.20224836605950536,0.00607835360398371,0.029643566353971754,-0.009268596732233701,-0.06497135384073517,-0.10695888763783631,0.03710921100953913,-0.07185060420367287,-0.13348952178115464,-0.003828681920470815,0.006733931382815682,0.07030306753953694,0.09371237253527336,-0.045509457469260675,0.051910292053670024,0.03709657006927872,-0.011418612161661476,0.11780784216208293,-0.0363696223366024,0.018635485043556325,-0.11252519391648955,-0.03500099795083962,-0.04418253118618412
FB26L,-0.09013597157825468,0.06523820360950085,-0.00014193774978261216,-0.04351241337192031,0.0035882456413407014,0.03985200834083017,-0.1481505145785951,-0.11130606234695217,0.0006911074294834356,-0.03637324804972852,0.020115011696659527,0.09252696335478831,0.007340377283568635,0.03897112500563138,0.05132384033390606,0.04838286848365906,-0.07639013750489684,-0.07176074338133084,0.039691620426501095,0.013388640355515128,-0.05724542381041771,-0.004596893548645681,-0.08055352672592686,0.14836724465632734,0.02698703566378806,-0.13482983597220338,0.034311000967803686,-0.025749981703607924,-0.002297275689349307,-0.015975079359237497,-0.06877172378788053,-0.05732901974499467,-0.03777708921876938,0.030983507379552928,0.051175867541599564,-0.059106556367975474,-0.04229056784561851,-0.00966108952255914
FB26R,-0.098210639379456,0.08699766674629321,-0.0024127742359349,-0.051421946114163695,-0.027625475321157552,0.09163078034439201,-0.06632280037778095,-0.09586340406237953,-0.01393352129463386,-0.016903252781796642,-0.0528738672383383,0.059309100879193374,0.005812061845095878,0.008575263447595391,0.005552733382155275,0.038056289662012695,-0.053274507270257294,-0.007393365703500019,0.010906226017932202,-0.01126776180503534,-0.04157319682608487,0.05201282086313265,-0.0581151456841965,0.16060587715597796,-0.010108337591278651,-0.13006095392578224,0.09005979165986883,-0.07602673230900246,-0.058311301986516496,-0.02143493568411575,-0.05632645874710358,-0.03026602616036593,-0.10284852421929334,0.030512801865802807,-0.03580250493853058,-0.00731297426799732,0.009107256486468736,-0.0008157208421913534
FB27L,-0.05048533961828284,0.07893145404770176,0.0073085793522887224,0.07193274805354467,-0.12587375984903443,-0.06050485908785806,-0.06683163084378851,0.09268270472477791,0.005987375718697878,-0.0381398035053022,-0.09032579885255197,0.10877778684203403,0.036695447848746475,0.05320601512524861,-0.04319220806657179,0.08731473705129504,0.029797337572522713,0.0118911861618214,-0.10226009080567741,0.02197524004710561,-0.15591050448083593,0.024450825248935965,-0.0002788308500036441,-0.026900532786437246,-0.02624411146690348,-0.05644757486962058,0.022842770209252312,0.03103641532117189,0.06254864115699706,-0.08588845575235024,-0.009742779488207709,-0.014943779178310395,-0.022197794655174952,0.03718569488987447,0.011896915932019693,-0.16141260359562942,-0.022615560032576205,-0.04586346889356503
FB27R,-0.0719832779393721,0.05925148705051659,0.012951348684465425,0.01893489122710636,-0.12056502419242081,-0.06541507826733928,-0.010820788512361144,0.09938320692805896,-0.00581834021911065,-0.04508778283548845,-0.06649831222361743,0.085918707648423,0.049187095874986334,0.09952823516227895,-0.002620020103191291,0.150565929538853,0.028198921855763073,-0.021569136773112535,-0.17014925467687175,-0.032285312556045734,-0.07736271561583799,0.011421510009690435,0.055573206991690265,-0.03158868494432455,-0.061669858596579974,-0.022605320001215734,0.05236524304083847,0.04368722266980594,0.032327164039599635,-0.029063527338787733,-0.034104351373794604,-0.07789865417201108,0.0383118475831292,0.10384333594446699,0.029360528984699607,-0.13269645048329595,-0.03701652521447181,-0.01773108184015365
FB28L,-0.11245064076865831,0.05707827823813662,-0.03935106507539607,-0.052618709928858476,-0.014002749555991392,0.043529199283610945,0.02710966548497305,0.0017506120662095078,-0.04220511918820955,0.0055245393821070285,0.038611131830198445,0.12247529849374995,-0.008114002153077894,0.08826157269435927,0.04213778442675185,-0.07306753915227722,-0.04766767338552857,0.022775777232719313,0.01553987043086495,-0.03102257789541987,-0.1702405504963531,0.05892590111868823,0.04311513693932462,-0.031594479672870754,-0.0666008500889977,0.05365454513428087,-0.02427235710946279,-0.057538870049969056,0.056499180599487345,-0.00430106941464451,0.05469795320949645,0.000566235639035633,-0.09258908257231901,-0.05877474534625487,0.07039815162555756,-0.0005075061056486904,-0.04874649885164267,0.0650454594707289
FB28R,-0.10410779857674785,0.07926231608390714,-0.03158618101592149,-0.06027316751597297,-0.032950985714147035,0.009127432923700114,0.007961307251566092,-0.09876620129293702,-0.04438218711151362,-0.005311571784303993,0.03850745066033471,0.09656793173970073,-0.06004196660546047,0.0491680506825555,0.030780025290680225,-0.014454261040770192,-0.030198589532116387,0.061407629136560456,0.035525119555844795,0.008916093458282266,-0.17547346441755898,0.0270191018579602,0.010767287434216894,0.010766749067299484,-0.06826020521895933,0.05359283948586756,-0.054585808277900306,-0.013201720117281397,0.057731525036532144,-0.006279163547219857,-0.008458254768145263,-0.03423540156703578,-0.07610446236639842,-0.03246964538016321,-0.03302895731554008,-0.04129924426745073,-0.04726308156737889,0.05816709336923748
FB29L,-0.10997317105419704,-0.0223417489418013,-0.014605698221181004,-0.011155363144335404,-0.06999125949413455,0.013842691533495243,0.04692233180631455,0.004607191897751117,0.010742226195628536,-0.11071285429041024,-0.03336994239384118,-0.07359309609120487,-0.00333305990965793,0.02656889901066625,0.06073972957010587,-0.047413305453246846,0.030322456990539582,-0.1250885291929173,-0.06339263376330814,0.023022593499828638,-0.029600425044861566,0.04840332287610998,-0.060751543260274196,-0.14516538325372794,0.03206380763006295,0.14820601394167637,-0.08934281895815108,-0.0290074638106684,-0.09763181637494443,-0.020702366919302877,-0.08706045100318893,-0.07344393738636244,-0.07933157731945813,-0.005049616460424962,-0.07191494190535032,0.1933465442794447,0.04762299308518315,-0.0259904662747446
FB29R,-0.11026983604338547,-0.016688351373516375,-0.010688687126796515,-0.018148340523390535,-0.06166079343258943,0.011598120040171456,0.059855754931089154,0.023172362643227428,0.03896241833827414,-0.05977814799198884,-0.0330619710917176,-0.08898137878746568,0.051010899615073484,0.038888825751919556,-0.005223387002775853,0.029058330441859362,0.10869540247519499,-0.05198511545167396,-0.05082220484935622,-0.029684038791849693,-0.032398535201689574,0.15188542028784316,-0.02768668403557312,-0.20654250465983537,-0.017610960823929486,0.022589830297549594,-0.10620915361888089,0.010485724932825416,-0.09928646646999754,0.09288707703245572,-0.033674675408967236,-0.11265511976054841,-0.08114955094647318,-0.012967378036537896,0.0020686376612455413,0.09334059325419228,-0.06571732627435317,0.0298394221458
FB30L,-0.0926181332675573,-0.009962790686660103,0.07963694374147516,-0.04928637034303064,0.07401002237370012,0.023040845434232148,0.018700852457798744,-0.0669654945179372,-0.009079945070914723,-0.02347969145804311,-0.05047997026427377,0.01576313643519358,0.11472410051018422,0.01932182857217666,0.02481680082010255,-0.044198294694904834,0.0618709389461795,-0.031907598802069136,0.11943107667707419,0.09145699741760317,-0.06170736891294386,0.053222896738298636,-0.041476491939684924,0.031733403238688535,0.044584494451107404,-0.11710680059887342,-0.0673381683322685,-0.05181507875225601,0.029886792169819952,-0.0270783630602144,-0.10351846654963513,0.03513405875991341,0.07297018598349492,-0.04180082579948499,-0.09903960923122433,-0.018605696346200087,-0.19282934022866208,-0.1743746109227992
FB30R,-0.09834297271539771,0.00899511535344825,0.0534221017945474,-0.053896298242681814,0.04519376567313142,0.01949307898120216,0.07433305588025632,-0.08105079753821184,0.03279922038805249,-0.07503625718355675,-0.06067596078602122,-0.04225646386133732,-0.018050866522788422,0.05295130388313905,-0.07016349184196415,-0.0885050658688121,0.02323412713085715,-0.0001868612921410992,-0.058551589802654146,0.09504228754512684,-0.007459307515430978,-0.04817954868074156,-0.1017891795600424,-0.03235742817508064,0.04888862048568826,-0.05781797566246556,-0.07975451227759105,-0.060856793429540056,-0.04039767887280253,0.059111346651272184,-0.1683577028865532,-0.014802446420535244,-0.16515312877428598,0.016649224567937018,-0.07826489944626484,-0.053431462816815066,-0.18969715553861083,-0.07635935064191533
FB31L,-0.11206215644179872,-0.07741965657000743,0.04614906067722012,0.018073286596264664,0.09079366298247812,-0.0061836703620179925,0.018488532567309184,-0.04345742188893033,0.08384906720703071,-0.01801690319797627,0.03787238581188459,-0.007008483350118783,0.11007323895171739,-0.01131218195720248,-0.04144976976813259,-0.06537780288092643,0.0012157048356773714,0.04387623601811816,0.011632145114676341,0.043244686835245176,0.03860914434870488,-0.03701341241428763,-0.019940843465942253,-0.02974494263868004,-0.1098239322358636,-0.027310788345649265,-0.029535569931471807,-0.014717626891555882,-0.03162318680118477,0.02800942268737168,-0.038417215244565296,0.016363038828377675,0.01971678914590779,-0.0344058232826551,-0.10677630919787218,-0.015601244944322735,0.05291170973086999,-0.11432393801633184
FB31R,-0.11920588504801065,-0.0706863025726848,0.033760365891661474,0.020243364916453427,0.05655447133561549,-0.025519720422407473,0.040226911818816546,-0.07732785354103158,0.08892092927012618,-0.015584684777608037,-0.018433158540134907,-0.058385445107563494,0.040198637820614586,0.049608170915400415,-0.06478241171002097,-0.07742454907602625,-0.012517106294914995,0.02062896522259333,-0.03872366615167547,-0.030094891207868128,0.06701820119828114,-0.04628356876603611,0.01221478589062227,-0.018134200584155477,-0.06982799261351429,-0.08369692050179779,0.006386656684771216,-0.003001077168777791,-0.05610486478879762,0.009605475586355607,-0.046276017874068105,0.03445291139777322,-0.01606931786398254,-0.03938818769133586,-0.027517353853924106,-0.0592964912018399,0.0549491164512602,-0.04047308015851622
FB32L,-0.04626519440153498,-0.08527853967693833,0.026063770090727422,0.0758446024971571,0.10813683989000897,-0.08720275146359396,0.09496354187775155,0.004308479343637933,0.11824646498547388,0.03906490862619883,0.0368482447969412,0.0016032937063086873,-0.0025123488338401013,-0.02859170456988713,-0.11729933795314243,-0.005962176081923765,-0.07985239422314544,0.06013075984825444,-0.03148395984274945,0.039382128383657226,0.0221776078615263,-0.040707205107674845,0.05181586942393848,-0.05222108949914345,-0.13068667683282745,-0.012354339960339616,-0.04523942474038978,0.02543282518666802,-0.06891445617195116,0.024303702569654743,0.10400713386115991,-0.05543791478459125,0.06254427487510185,0.08615583739149293,-0.04755368773936298,0.02426691567162219,0.11685480088001694,-0.03519419878599716
FB32R,-0.05405210917079889,-0.10681885364855691,0.013116347376090059,0.07921802470096911,0.09589518954230716,-0.09520028322322784,0.07419088151993401,0.026132404876414352,0.10997017577744249,0.02400021643115967,0.057748828759018135,-0.03473100268805021,-0.012202906820579812,-0.014278749878280168,-0.09153702837282317,-0.037297345869567296,-0.024493545343903154,0.027194589348093406,0.005834335688316558,-0.06402539767789611,0.025144145413788888,-0.013028294410869246,0.035484418681689535,-0.03153912944184739,-0.097120744797348,-0.10089102810310197,-0.06449661759506693,-0.013025048250314766,-0.03535538420573555,-0.0057620792044931176,0.05135716505286936,0.03485814730198539,0.11143973151656322,-0.028866086676000994,0.022884419933902788,0.003314057658409428,0.09236475174431391,-0.04752047849431563
FB34L,-0.08746190547878722,-0.01464531337620431,0.04593784000767694,-0.04521373239344503,0.05515302832858171,-0.11858462250994366,0.175614347361093,0.01653149171752423,0.016618361241372972,-0.011547216644638755,-0.046728037695677085,0.010042344269451232,0.008356342559377674,0.015334148132073198,0.07131009584934447,-0.04883126743729719,0.024432957133885574,-0.0970963992603383,-0.05124625070564127,0.03712117592544621,-0.05873507804439376,0.023238697321993174,0.11643976246020761,0.05529195172870528,0.013776622316478703,0.044764897580975654,0.09448170154897235,-0.008965967534518924,0.03760925577923887,-0.029262024436160713,0.013707884679490209,-0.10112669929784891,0.00640863087927418,0.021370295696700424,-0.08853085379137807,-0.06319227146639575,-0.019627003952274378,-0.026660343471231192
FB34R,-0.07255125341471533,-0.03637202342623976,0.057755326068997186,-0.05901231519190249,0.059527444572289555,-0.13683402019421614,0.1634002524514553,-0.04395327242005211,0.029871539023721708,-0.002998292252831584,-0.059837440416906834,-0.009229450340573254,0.03831057911196719,0.08479858027354494,0.07020292754729389,-0.0078014150177763185,0.016361481041136095,-0.08885143206849846,0.005221484400482327,-0.02679127622431316,-0.04236268801840865,0.013697765306330524,0.07986004381566512,-0.029395684363967414,-0.002071388631646667,0.015046666721679385,0.04459971113652575,-0.06930433188171725,0.08324403084092132,-0.013859573774045,0.01889736873115284,-0.10857405738187763,-0.01862366993729431,-0.017574729579859234,-0.13061922263593884,-0.10683823928052645,-0.027646913214525996,-0.038372234091506786
FB35L,-0.0373979692047457,0.09582433264185448,-0.028366811716692114,-0.028053069365262386,-0.03084578465935274,-0.061959481281898855,-0.15103647392136013,-0.07928682335302539,0.015164815958974193,-0.09445513664723174,0.031897893304192404,-0.031930092156236566,-0.06336744506639952,0.004622172542394546,0.13598615426665225,0.027700208345861815,-0.0788590155802321,-0.008712881163738913,0.08851223548161778,-0.06950124912437211,-0.016003542264151637,0.15963147983278042,0.05781436285452829,0.04793290984506882,-0.12141230026826995,0.06426076194775308,0.023068874789110082,0.0603005580370611,-0.058585810566241646,-0.017399193660574717,-0.003906141095611404,0.1610463327854561,0.045833509478992375,0.07036256081548836,0.02312995805871417,-0.02730929773299485,0.021701225125345107,0.05390405021863011
FB35R,-0.04278991820118004,0.08923970343935386,-0.03475888879962379,-0.029918085754414764,-0.024765595720805948,-0.003206093599361158,-0.15751876146509491,-0.10436268184388832,0.03981323603009384,-0.0687400979916482,0.004450172309680919,-0.08318106097932267,-0.0029853768746523775,-0.01946094207932852,0.1125328798897672,0.06328950416275882,-0.04935861732447699,-0.0062146667762878575,0.0893140777599329,-0.04618080013820936,-0.03168537734202495,0.1806866464974689,0.06229408208986343,0.06186749226029009,-0.08154552861283113,0.005710771794434636,0.02733326128265009,0.0007409683170509398,-0.04090496210116802,-0.0005952007822696441,-0.015958471641762468,0.18375719653066233,0.018830979662963234,0.13626981313636194,-0.026887477134683677,-0.09104919104637102,-0.007871301260825098,0.03998485808889963
FB36L,-0.10677190708533543,0.05034395649752957,0.0644348595751212,-0.04449110769316008,-0.004466424529457345,0.05801708662425477,0.06340257339682716,0.002607991392742658,0.0009437868024405711,-0.03406574648016314,0.012192711797642737,0.009773899744732641,0.030069310104758218,0.11809168941899016,-0.11968705881348837,0.04590068023159818,-0.09181388722044687,0.15384323445664486,0.03424052945924497,-0.0811551185625843,0.006199176499298221,0.01891852797871834,-0.05487157536883177,-0.006336769710260963,-0.04178051944005034,-0.07721569380536608,0.012995626450261285,-0.06609133251919737,-0.013216729178987589,0.03173721103808641,-0.017365384267855263,0.03476510792936579,0.021262694794612926,-0.005077911263438883,-0.05809822853226905,-0.005496351243266408,-0.059273053204393536,0.0870250119984957
FB36R,-0.11315184131607332,0.04132704887679908,0.059187146278213865,-0.002968748180983297,0.044093938000414,0.0898934698368235,0.06115411856138909,0.07727474404601646,0.025675468283343873,-0.037911469716899356,0.05030939361083596,0.044530776269993,-0.023313967922673658,0.022634444611222066,-0.10856856265474983,0.017504219694262663,-0.06401033082603101,0.10340099731337547,-0.016057993919663324,0.020170152139119026,0.034346600358064625,-0.01800433538733892,-0.04005640893864244,0.06425878460451963,-0.04422724156789669,-0.053869619882287126,0.05603992403029167,-0.01604739248373293,0.031014555054827114,-0.06364136996930406,-0.09289261838488487,0.10404682306413755,-0.03012763751050438,0.02419707193059315,-0.031938351007669404,0.055077885440432614,-0.05839491129074489,0.035540573407920224
FB37L,0.008340595995849508,0.11993620435519768,-0.05947723392195887,-0.06595014555600028,0.049471590915344074,0.06920416572166713,0.14533137433902035,0.06097216023588192,-0.03139201738308072,0.046794491509973606,0.01198396157946139,0.09571130107707315,0.02560355977788341,0.021207525795705364,-0.0750606416854168,0.07444451106697936,-0.0036375017358754647,0.038827602422178774,-0.00691946502240788,-0.03270839386255013,0.054035707024560176,-0.0050186364899713065,0.05635394360016384,0.015553894513665623,0.014115997018121707,-0.025494241728695077,0.016326942740424216,0.032097124434622086,-0.017998230000354266,-0.05673508264519882,-0.010405136720606783,-0.03209866934630156,-0.09233741082758874,0.20502372228732918,0.07573260471743988,-0.09637472316899305,-0.04042825265427681,-0.03938151061428571
FB37R,0.012727581395550708,0.1256852719949472,-0.05949689793712663,-0.061707060995271165,0.04045247358824809,0.08606775665338341,0.15024033486636396,0.06400846634536939,-0.014903617580112098,0.017523354271930355,0.03702069792250676,0.09162975980634099,0.03172946721216611,-0.01130571781202948,-0.07542772542858413,0.03634356451233916,0.01046001738484445,0.017102944657410954,-0.015498192963489497,-0.013825935270253767,0.020297101891912667,-0.03160520103547929,0.0798767353453443,0.04656188987216449,0.049466519378395635,0.013869158174784117,0.04784808577720721,0.01982435936353908,-0.0225001901876008,-0.0822853902914158,-0.034459617641138585,-0.005480466579858155,-0.07412819534677167,0.16896418204681898,0.028316742604710763,-0.024230661570712995,-0.0003779067621641678,0.01698206422927777
FB38,-0.1296761956470883,0.055157249685068264,-0.021260844808225317,-0.03302964101612557,-0.04609294775419767,0.01305276382533925,-0.012247704962360138,-0.004744208599847418,0.05853607152901381,-0.061955112867573346,0.01449255378623791,0.05021752760309641,0.04777649902018993,0.10133600715863667,-0.035831806378564306,0.05406346705795921,0.03898603733654356,-0.034245740888738455,0.03624721064353044,0.05264354943415143,0.07113073949841739,0.0552161467326153,0.004250323116483195,-0.026420216604440543,-0.05355962512346381,0.1255341330810659,-0.02845544422583023,-0.01872709548568488,0.015013848131625027,-0.05626797633335692,-0.012693715104285984,-0.01003233077224319,-0.023101682621933073,-0.053283519361172135,-0.03807647701995216,-0.016804752134272277,0.09169446863893872,0.07633879587720249
FB39,-0.12464455746864303,0.035714834448540754,-0.009888516064562116,-0.046165233148314055,-0.03335932452349384,-0.014930446283740937,0.0068475661514551004,-0.0334174855747114,0.041132258075574066,-0.07278750760425245,0.015910689656619594,-0.022042200191274765,0.10660238290818858,0.10365162619522107,0.05209409386705179,0.047283010127098644,0.04104681480394356,-0.043806332361414395,0.05079972277355925,0.06655791789265994,0.052539688219075176,0.040302775743464074,-0.02349254623330125,-0.053298726870994455,-0.07092591485907178,0.13694551682290868,-0.06187377237802856,-0.026134618712278127,0.0044316127678143405,-0.05279497363958555,0.004085455647974975,0.005189295493068702,0.037703921357739624,-0.08502729800455322,-0.024596023557538482,-0.016798937106033352,0.04669552528383815,-0.03965384196710277
FB40,-0.12518095722761363,0.023489288969845347,0.011329743142692857,-0.03664434910016724,-0.028180295195305856,-0.03427951170228801,-0.0016613133561720157,-0.02862108941337385,0.05979245731578317,-0.0734817363230242,-0.002671395582091886,0.06710957914788836,0.0748089260336157,0.11530201952875795,-0.011440277505685305,0.09873418713147634,0.0384176586806396,-0.008199862608605737,0.020584729388608305,0.028925750579448805,0.02208367333332725,0.016333925067029957,-0.006226908832701115,-0.060406205904449506,-0.10700265577216674,0.11769356720020804,-0.11462517131791378,-0.02302818032138789,0.023116522944361315,-0.0423010566676756,-0.019821400579897785,0.025717562443259893,0.08066567434642187,-0.13354555869753718,0.0018716491098086797,-0.012657933626976568,0.053919101251469474,0.022368218998176457
Walk_Regularity,-0.036055454033075446,-0.05998171245176883,0.09774699902963438,-0.02238742859569828,0.05266533967265701,-0.07800903916855874,0.030594341002829272,0.0414361154234887,-0.057818667192784716,-0.013593692235061674,0.12033133335998254,-0.022385801158900348,-0.00955417433129534,0.06804595841999571,-0.014448545575422028,0.0040149370151473665,-0.19560733485344,-0.026516529509398114,0.023158705845822716,-0.14424922117342404,0.056178861859860305,-0.06534789036219496,-0.003833031293495087,0.04333508974391114,-0.08587337519230155,-0.13589561807243425,-0.003819547082273725,-0.037355449297010394,0.058846007154390416,0.10358627299843749,0.05502079190665452,-0.2047580046605908,-0.062379110134247066,0.11852989145616849,-0.06353790527319635,0.030443859173619883,-0.08337518060980023,0.14095651027704426
Walk_Simmetry,0.03278539994992193,0.042755265107535134,-0.003908693010633666,-0.0713675386732638,-0.056226045337184546,-0.12069378269508131,0.08231642185287913,-0.006263106439541171,-0.0012066664750203866,-0.04581316134492081,0.11400969562354443,0.08387041517985504,0.04120143334642844,0.0691232053597521,0.188674347761709,0.08561174678249935,-0.06498619904236026,0.13428306104630802,-0.04131876295579844,-0.047722410340237637,0.022351993317761557,-0.016860597222086656,-0.09723333684209257,-0.029624171842579004,0.036440787038810846,-0.016585050157332103,-0.1340689869057103,-0.07762016587654216,0.03644884558909281,-0.01878302503866802,-0.09747347576752453,0.03854280384611201,0.1535378442289796,-0.024694388807259736,-0.08679765533362582,-0.02782431936896411,0.01605081090286966,-0.14965422385386554
Walk_Cadence,0.00843164137590976,-0.004305510425275757,0.012848312326197766,0.07851500108629121,0.07051739598999572,-0.08193577825897792,0.014202879735408952,-0.08201916240809969,-0.02390554297709148,0.08009618174456702,-0.10503926158436534,0.06989399095840385,-0.07229402038122247,0.05203050830997661,0.10636521641025765,-0.10445864099756831,-0.18052887849437563,0.1143975197106921,0.11572648865039377,0.09265243756121881,-0.08617852659758858,0.09420937367842933,0.004099693971606633,0.14011557744698433,0.12681979585676414,0.1567151277626667,0.0311332720804123,-0.030344203872466505,0.011506150221062356,0.03230359966508918,-0.015303591892744502,0.01923170811550602,0.0027305482537937176,0.09335082170905502,0.02646553700938518,0.10638910014891281,-0.01948054713190492,0.05556680201748065
Walk_DV power,-0.023105231068944316,0.04473466220076825,0.04901089600771357,0.08508174855745924,0.10859226974862114,-0.05085316974324708,-0.011964629943183425,-0.10029932292835247,0.05513802052543776,0.02568628586317208,-0.050839284899707654,0.030692146281057032,0.044632111510188886,-0.042965754685331446,0.011515409492246095,-0.009032449227029716,-0.11327641803992236,0.16317441021525744,0.1177787127913338,-0.057274960811926574,-0.08880796955308376,-0.2241546901967591,0.008481608790837265,0.022903091643587375,0.01184569558136853,0.06121996285883825,0.017096538023805348,-0.03340133589117245,0.027198964670410903,0.10932232554738892,-0.06624796316260112,-0.030562007238246466,-0.022889497366142302,0.0072939325849903204,-0.039237364750760756,0.05533717914930343,0.19033848405840822,0.12703422604747086
Walk_Propulsion power,0.0597779401345634,0.058575234280358913,-0.01813652900121078,0.033889439432754666,0.111427015287841,-0.08161880398338862,0.07108800841876552,-0.053384205644817384,0.03633661429936881,0.004255141022487174,-0.09274626362001728,0.03980959387076403,0.02101784292127193,-0.015852270147441023,-0.040510485360727676,0.09021612251534672,0.07903441871106621,0.14871142471849255,0.001847791151729244,-0.0033221545976413443,-0.13740364104641853,-0.04429316876568667,-0.0036906607263076474,0.1550933985323651,0.05614392047531293,-0.093542794128546,0.049706655177990514,-0.1246863848489397,-0.023213184377807634,0.07493892055904297,0.09555176047751149,0.06438087508846435,-0.0634990152845471,0.052689074588797624,0.07807177318764233,-0.01045491608101169,0.12268072501489519,0.06626331048560652
